ASA	Asparagine	Aspartate	betaAlanine	Brix	Citrate	DHA	Erythritol	Fructose	Fucose	GABA	Galacturonate	Glucuronate	Glutamate	Glutamine	Glutarate2oxo	Glycerol3P	Inositol1P	Lysine	Malate	Maltitol	Maltose	Methionine	Nicotinate	Phenylalanine	Proline	Putrescine	Rhamnose	Saccharate	Serine	Sucrose	Threonate	Threonine	Tocopherol	Tyramine	Xylose
1.611533553	-0.669357258	0.035856487	-0.258079198	9.25	0.369347057	0.317222415	0.163085036	1.02165347	0.021776877	-0.221579901	0.530905076	0.449923559	0.856424333	-0.858849534	0.49801752	0.114173235	0.130349283	-0.249230907	-0.51036325	0.241215018	0.06121578	0.524769283	0.277097517	-0.033700355	0.600692895	-0.346273669	0.659511317	0.282166738	-0.10702476	0.306179424	0.058823485	-0.288185621	0.487983247	0.083017083	0.226140615
1.637545137	0.290906481	0.398236855	-0.052777541	7.4	0.189408948	0.034778836	0.07412707	0.539643162	0.141422971	0.273720695	0.630440387	0.637754942	0.895553938	0.220640072	-0.152488298	0.116230519	0.153423253	0.040143041	0.026953683	0.220933572	0.316262191	0.513039058	0.155501444	0.373628356	0.348061287	-0.355944468	0.951773623	0.327811693	-0.114802439	0.015153299	0.26011466	0.32328245	0.70008844	-0.141095139	0.245521753
1.466261964	0.151049009	0.109057563	-0.037675123	7.516666667	0.418646342	-0.104143051	-0.243450136	0.577131102	0.14365024	-0.27495857	0.646691292	0.572359219	0.60580657	0.015000965	-0.578744636	0.14189746	0.049399928	-0.020783411	-0.075318928	0.238469344	0.104680276	0.934004894	0.239947993	-0.015718338	0.174209605	0.121365212	0.382692961	-0.184221335	-0.035787338	-0.006896092	0.136493104	-0.096078631	0.270388664	0.090143278	0.264537138
1.641806343	0.124773584	0.278576256	0.02594963	8.133333333	0.708763176	0.217760829	-0.00219963	0.894126883	0.015687864	0.31341142	0.555547832	0.596340982	0.857930958	0.193699889	0.379296214	0.199393941	0.067366853	0.022646251	0.037596371	0.081309035	0.248953564	0.729146174	0.124818481	0.242458533	0.31696675	-0.270259786	0.950264475	0.154231088	0.090485154	0.195621376	0.283293305	0.144716099	0.448112481	-0.022094342	0.383702103
1.492918533	0.197083694	0.168797084	0.260583047	7.216666667	0.236016984	0.076082752	0.063467008	0.567137735	0.128783661	0.291181451	-0.230483552	-0.141292587	0.840876873	0.190360359	0.212678783	0.247103555	0.18381469	0.290024061	-0.285588292	0.212573544	0.23906156	1.112537513	0.113719745	0.379523366	0.498974736	0.110164564	0.963518627	0.122658927	0.161512381	0.2031633	0.166620813	0.308510414	0.574169324	-0.443697983	0.4064893
1.477921051	-0.30051813	-0.076044052	-0.262382571	7.333333333	0.371562203	-0.026271726	0.088120284	0.744653217	0.049977162	-0.454669531	0.32129155	0.388088246	0.804082214	-0.496499731	-0.26440659	0.04383829	-0.165096641	0.082405393	-0.179357652	0.210808784	-0.012423287	0.155693562	0.325848435	-0.271051844	0.12472891	-0.351826657	0.593124061	-0.326936367	-0.395172778	0.299134109	-0.093584454	-0.399030983	0.300268705	0.219679654	0.467070496
1.671899583	-0.570306222	0.347683733	-0.176884969	8.833333333	0.024374587	0.299988101	0.31618339	0.690986775	0.11667321	0.048544813	0.220127063	0.267825328	1.349279899	-0.563906677	0.354426172	0.324618938	0.237251625	-0.09215119	-0.608659656	0.362469695	0.143768616	0.65450079	0.43457914	0.259865841	0.285294249	-0.340634548	0.621098264	0.30455928	-0.01940812	0.314018329	0.352523201	-0.2451788	1.001828368	0.167256406	0.230160263
1.363386346	0.005481562	-0.057952353	0.34811438	6.15	0.554796788	-0.131559144	-0.476943728	0.39627852	-0.034374415	0.370920567	0.568738464	0.551844155	0.337027864	0.231792945	-0.424592346	-0.073076548	0.010747837	-0.008953102	-0.239735023	-0.182256381	0.017563951	0.396405694	-0.003417716	0.147618681	-0.82626511	0.124873593	0.581621476	0.133627373	0.150199933	-0.310195375	-0.052921679	0.166649315	0.298763648	-0.270453517	0.279983901
1.436012654	0.027369231	-0.169525132	0.117307973	5.583333333	0.214668402	-0.082031519	-0.246262724	0.246435336	-0.084046782	0.241534837	1.093208281	1.133588049	0.421594473	0.045408761	0.216982241	0.026560528	0.109111524	-0.201635957	0.548414163	-0.071881808	0.088643229	0.22808101	-0.012293183	-0.161101584	-1.038748525	0.09444177	0.435771823	-0.047192438	0.142745817	-0.343197396	-0.141672037	0.047960068	0.446949434	-0.241264814	0.270180975
1.418083989	-0.16162798	0.121092244	-0.112886708	5.8	0.408169769	-0.035181804	-0.089721967	0.415485205	-0.046238705	0.204109141	0.527893186	0.547311194	0.575637949	-0.079487812	0.148920459	0.0487283	0.095943708	-0.281671889	0.391241307	-0.237601694	0.020181568	0.232369501	0.090386036	-0.324991229	-0.956596112	-0.224096152	0.796645154	0.010387534	0.107589309	-0.076439002	0.126304581	-0.01608632	0.635753692	-0.061414616	0.121948518
1.510751524	-0.075415424	-0.108024242	0.057811195	5.8	0.882578511	0.081560532	-0.235307484	0.383988818	-0.115074348	0.443332098	0.714881412	0.700458988	0.4980508	-0.055411947	-0.107027358	-0.148057652	-0.049007302	-0.198307868	0.029123197	-0.156217071	-0.324714316	0.184492569	0.056965278	-0.066775519	-0.558198171	0.345379077	0.472795245	-0.23228172	-0.037814986	-0.282036809	-0.098372492	0.132976087	0.273145808	-0.246850186	0.237472135
1.25354741	0.041208467	-0.100490502	0.113731161	7.398376068	0.442461157	-0.110424057	-0.1636173	0.423407343	-0.010036052	0.133542053	0.537340324	0.47453377	0.627938793	0.095435928	-0.198898244	-0.115971275	0.057968703	0.033782833	0.104011861	-0.028505965	0.026727006	0.595655875	0.087126599	0.110561556	-0.582203897	0.003660434	0.699922244	-0.018576179	0.1353629	-0.292948734	-0.084188087	0.159474498	0.47100567	-0.151460279	0.429171891
1.489807382	0.065320392	0.045725379	-0.278496641	5.516666667	-0.068485897	0.051825413	-0.394904618	0.264235853	0.025938968	0.065875677	1.167464482	1.120865018	0.69322331	0.037234749	-0.096268413	-0.063449508	0.078555942	-0.157931012	0.210642706	-0.054379673	0.029800192	0.158768072	0.089018523	0.041883257	-0.692802338	0.120902745	0.724974317	-0.166977954	-0.259884462	0.000323736	0.05381691	0.071410093	0.518706548	-0.206178347	0.297689957
1.421534394	-0.098523396	-0.083496138	-0.676439343	6.116666667	0.548061191	-0.140135005	-0.273263209	0.468018567	-0.103181523	-0.203106916	0.400378553	0.361038523	0.439753355	0.144660301	-0.122094174	-0.174466518	-0.111720513	0.103811637	-0.220715169	-0.091517793	-0.310475021	0.501160075	0.017186042	0.363827939	-0.530390422	-0.019909646	0.661230927	-0.010344268	-0.385438705	-0.020829046	-0.078799357	-0.045962959	0.22349894	-0.284951636	0.377085928
1.358041341	-0.074199688	0.161990972	-0.047582091	7.833333333	0.310843195	-0.031928518	0.029592248	0.596861246	0.069932492	0.491469997	0.790593125	0.734114698	1.054528132	-0.034303108	-0.276549031	0.229384785	0.019704697	0.286800478	-0.014919436	0.241803885	0.394412227	0.813369517	0.086815445	0.134999377	0.617097482	0.191615886	1.094031339	-0.005622768	0.212671259	0.264900887	0.201645115	0.104741549	0.717132034	0.00559107	0.212536172
1.462797074	0.279589902	-0.043391947	-0.314132827	6.333333333	0.618013775	0.065686586	0.122732609	0.554176639	0.101360332	-0.148287969	0.983084718	0.964887306	0.313486971	0.274364736	-0.124557682	0.017233548	0.054691566	-0.078163253	0.079876877	0.311126286	-0.099408848	0.527049699	0.34947343	-0.121609645	0.135779211	-0.293435017	0.91440235	-0.322271993	0.054740085	0.019447529	-0.045609227	0.092118009	0.318721734	0.09909469	0.40798707
1.606344069	0.352180096	0.3838407	-0.079869809	8.066666667	0.682880695	0.203988489	0.034076218	0.73680223	0.080379992	0.389233425	0.773438742	0.73030957	0.981391909	0.354111825	0.092670782	0.361545261	-0.002041468	0.415490732	-0.281216346	0.134675721	-0.058151779	0.877626859	0.153802985	0.331989756	0.434083137	-0.035872112	1.20691331	0.060254791	0.093123677	0.308164686	0.41719379	0.288717438	0.905475035	0.042571968	0.518147609
1.465167621	-0.15321835	0.117256096	-0.3433792	7.65	1.026303943	0.07764886	0.186528775	0.738300239	-0.04038516	-0.187394218	1.049368796	0.982733352	0.750225856	-0.102705512	0.24056935	0.047060758	0.021564909	0.307621636	-0.089876276	0.197643984	-0.095240735	0.716872243	0.271742917	0.140123948	0.170294181	0.187313138	0.895049248	0.249989826	-0.047769356	0.209359531	0.133059017	-0.106031894	0.862679625	0.240425276	0.230947941
1.420596803	0.101643476	0.080956549	-0.176970769	5.166666667	0.752306233	-0.105139956	-0.268875975	0.47696597	0.123249978	0.121816217	0.962920023	0.944834347	0.669534388	0.073494598	-0.225782944	0.155109	0.059995136	-0.07285427	-0.211842193	0.056191402	-0.325768442	0.334939084	0.044692404	-0.014153386	0.103653454	-0.165792152	0.70179799	0.207783206	-0.207952718	-0.170826432	0.073030845	0.073479258	0.45707043	-0.162808844	0.355138503
1.645011857	0.311988105	-0.09571727	0.536277354	7	0.78251548	0.050431017	-0.179512665	0.654093077	-0.234432543	0.24374309	0.190621195	0.167530969	0.107376018	0.228110884	-0.103920745	0.214660446	0.046709687	0.224127536	0.074895116	0.179825175	-0.041118797	1.119213446	0.002503381	0.364070168	0.545233114	0.325550679	0.707784413	0.179734245	0.179314177	0.11394864	-0.080139522	0.306956133	0.126844396	-0.422729445	-0.003076946
1.713577085	0.188296784	0.10026762	0.47669605	7.283333333	0.838816129	0.289474948	-0.043561671	0.434072371	-0.010407325	0.188443654	0.163434558	0.18617705	0.543394714	0.29907153	-0.213743657	0.351979603	0.101851387	0.145185774	-0.087990894	0.276807847	0.075864615	0.772860999	0.04839366	0.306894603	0.401474646	-0.02123206	0.852927827	0.373637438	0.14643652	-0.024080132	0.147110021	0.320237363	0.259810316	-0.136013096	0.141879507
1.423255453	-0.043968323	0.076534465	-0.257276578	6.3	0.472792766	-0.150075732	-0.214613729	0.427535941	-0.115844798	0.050656502	0.755988741	0.828853484	0.638731856	0.142021885	-0.212717023	0.073889699	-0.054642824	0.056526533	-0.065955111	-0.049790236	-0.170566972	0.908005096	0.018722912	0.10566052	-0.262271876	-0.203874504	0.602391925	0.351133095	-0.14076627	-0.176958794	0.083472438	0.037623685	0.19674527	-0.222074364	0.17781373
1.598421125	0.17485153	-0.246536386	-0.124220694	6.3	0.539985303	0.051554806	-0.244146608	0.426686056	-0.056138275	-0.302254848	0.844298567	0.828783106	0.152253742	0.298216347	-0.115552086	0.051960256	-0.054670859	0.139945584	0.139460665	-0.064769185	-0.147914869	0.988799328	0.011981904	0.351219276	0.190067071	-0.430559127	0.721197209	0.115565731	0.155156767	-0.117843101	-0.228816832	0.226651029	0.445947804	-0.328782949	0.331480717
1.531200247	-0.353784012	-0.013775397	-0.253635332	8.2	0.814427985	0.139519568	0.10416359	0.834926493	0.018150966	-0.093488643	0.651814394	0.689127834	0.950856069	-0.339841749	-0.062802844	0.031124199	-0.059951535	0.143909261	-0.163713375	0.325233476	0.121092943	0.865514561	0.14503448	0.065047937	0.436671071	-0.107683423	0.877928876	-0.168502773	-0.089640518	0.068035843	-0.024655514	-0.165642422	0.80112622	0.040830887	0.179710888
1.572881171	-0.010394008	-0.022416171	0.25396074	8.816666667	1.000199516	0.177555791	0.072058999	0.80704206	0.066482585	0.484145218	0.929719415	0.91035566	0.83606164	-0.081806668	-0.232412253	0.228867022	0.091706677	0.27424127	-0.499422511	0.322578286	0.124280487	1.217939993	0.312625077	0.043784308	0.466359424	0.080084823	0.791110586	0.270087141	0.321780541	0.260762953	0.027672889	0.125346811	0.731400904	0.236435986	0.429573824
1.646345331	0.028413261	0.332439785	-0.158976607	6.816666667	0.433582785	0.166151862	0.198321769	0.6315857	0.257470865	-0.135879701	0.183828795	0.169516484	0.892693609	0.086041101	-0.338645313	0.15829929	0.015903646	0.262933726	-0.231438519	-0.06571054	0.146409634	0.838654261	0.25744728	0.090608194	-0.065278037	0.245442399	1.021759673	-0.065394532	-0.115370523	0.020508272	0.366022403	-0.049468538	0.8531678	0.215490674	0.389918028
1.630678611	-0.151821588	0.046781559	-0.359530869	8.033333333	0.805352953	0.179934469	-0.157714301	0.547377785	-0.117369654	-0.049741965	0.826607976	0.909054305	0.675658584	-0.15425498	-0.015662465	0.064709007	-0.031348353	0.158470223	0.114252737	0.215017102	0.009888798	0.628701571	0.155842157	-0.070885203	-0.044571147	0.097666522	0.506702524	0.057060118	0.001115433	0.199020071	0.07282863	0.020166607	0.403645485	0.026500858	0.102036136
1.66618966	-0.226233904	-0.464980799	-0.271924079	7.866666667	0.53566129	0.180835987	0.218394894	0.615273759	0.02271787	-0.249946182	1.049986412	1.021419501	0.233339098	-0.228127033	-0.052436657	0.005044476	0.203516487	-0.097626211	-0.056672628	0.196550568	0.093272827	0.044105463	0.31880576	-0.344523485	0.340536678	0.001022584	0.686145725	-0.367172152	-0.037483518	0.033324216	-0.436655673	-0.088376737	0.458691281	-0.010641447	0.39088912
1.451966001	-0.072446354	-0.009362199	-0.150982131	7.466666667	0.480312129	0.05024904	-0.035997597	0.515645471	-0.003834232	0.044901521	0.765696082	0.841988419	0.745407372	0.11909046	-0.317152102	0.134850071	0.051716691	0.288053545	-0.545333381	0.241920227	0.095228492	0.906415844	0.047240728	0.271415049	0.058670442	0.072839937	0.687874615	-0.119265865	0.008564437	-0.049988699	0.009915133	0.079031337	0.555687044	-0.21529104	0.165020838
1.72175481	0.080728586	0.41868955	0.358013774	12.01666667	1.009565452	0.212846799	0.225141899	0.797904778	0.242401805	-0.185896618	0.218947151	0.28813778	1.186591088	0.35304257	0.26980411	0.238988845	0.136353708	0.128326792	-0.018441473	0.13392249	0.30981591	0.637752886	0.123315049	0.357357293	-0.008220899	0.393513939	1.213605361	0.170401085	0.096848938	0.327798369	0.242016966	0.252628395	0.258317317	0.134938367	0.085267953
1.235376235	0.071479697	0.167589969	0.293610694	6.4	0.705221733	-0.104771545	-0.259065364	0.552391381	-0.027326858	0.413443933	0.147672824	0.198953308	0.516094035	0.187256857	0.010766697	-0.018786844	-0.082764272	0.037400411	0.369810208	0.00247722	0.000888483	0.827953695	-0.137798048	0.232597383	-0.42301972	0.096635776	0.639378743	0.139285852	0.061161104	0.01516578	0.156467917	0.338937118	0.658369996	-0.004820263	0.290534605
1.569832557	0.289155807	0.343415744	0.333197322	11.58333333	0.440618447	0.268546848	0.228831285	0.790246354	0.01330317	0.169360298	0.203950827	0.310671375	0.88716861	0.383158258	0.17245818	0.234947634	0.049399928	0.256780572	0.058654979	0.125265043	0.379837292	0.619363835	0.123315049	0.281070909	0.443078433	0.308252252	0.832479501	0.328786165	0.061397348	0.394992729	0.228799566	0.25949133	0.316020334	0.117014861	0.457477956
1.57002155	-0.038659014	0.213062979	0.020879139	8.983333333	1.002664139	0.133914998	0.015196231	0.537930982	0.008951686	-0.274109609	0.377277508	0.463209524	0.713446915	0.108542209	-0.274333523	0.1348868	0.099935295	0.280639413	0.129518608	0.276161078	-0.032649046	0.66749752	0.400780944	0.23306936	0.303264384	0.424076916	0.693340326	0.173653488	0.135992319	0.146392984	0.08487708	0.052983019	0.231922239	0.153065783	0.193428551
1.582956039	-0.016595039	0.062699868	0.016638207	9.433333333	1.02534621	0.135972649	0.052958826	0.422059519	0.157045647	-0.413420116	-0.350898993	-0.312846834	0.655030255	0.04075161	0.296606851	0.200537523	0.138717483	0.123211688	0.092443263	-0.124013036	-0.01783401	0.81111107	0.235681818	0.027688965	-0.353778616	0.112231689	1.11794706	0.147676208	0.175963166	0.299632561	0.062275485	0.081655688	0.148809344	0.182064127	0.477522499
1.662544551	-0.329847126	0.29883346	-0.385812256	8.266666667	0.382448874	0.256985985	0.078788492	0.788127037	0.046468633	-0.079168325	1.013378494	1.290799196	1.028138264	-0.357308661	-0.221429844	0.210011827	0.080573413	0.176680839	-0.061186462	0.353998647	-0.01167582	0.973817899	0.209898528	0.227999998	0.407195319	-0.294906024	0.755066878	0.162924685	-0.076043524	0.152402881	0.295592282	-0.065627311	0.819860555	0.107305702	0.306748573
1.606845832	-0.056934526	-0.104367195	-0.067768954	7.866666667	0.282289256	-0.142405928	-0.144705484	0.695970323	-0.045801326	0.131146545	0.333212154	0.346316912	0.684494889	-0.190527183	-0.229921704	-0.07577427	0.136821236	0.032256444	-0.264004776	-0.133494003	0.068670252	0.274931967	0.103446666	-0.122816656	-0.730109725	0.357525131	0.547235668	0.167116899	-0.161967387	-0.189557579	-0.07929099	-0.110476701	0.476770714	0.022064288	0.163903043
1.652555041	-0.489371745	-0.204056927	-0.156041696	8.327658974	0.607388085	0.152098017	0.020727508	0.653303183	0.079520973	-0.537202283	-0.200498536	0.019080352	0.270940615	-0.375271114	0.019534837	-0.036938834	-0.042177895	-0.003200166	0.012332852	0.247364315	0.013164429	0.422125548	0.166614726	-0.246240677	-0.142842691	0.112639027	0.653894881	-0.052031895	-0.171242941	0.138036902	-0.167042994	-0.177450597	0.503874355	-0.103663433	0.299840626
1.315778662	0.216019903	0.279123428	0.070038041	6.783333333	0.757932681	-0.100565338	0.18240803	0.678930624	0.10476648	0.284329384	-0.379347809	-0.342390689	0.689458863	0.438468058	-0.269340753	0.095766345	0.177069692	0.277625831	0.205680268	0.145693567	-0.149025425	0.82953662	0.230726947	0.331029206	0.158996084	0.426561011	0.812832223	0.175072184	0.378274958	0.365757155	0.329680921	0.399420309	0.302851429	0.082110364	0.247245946
1.351465705	0.252115328	0.021100709	0.040932325	5.266666667	0.761472805	-0.188543543	-0.388726094	0.248463748	-0.038413927	0.274667443	0.523530724	0.431948634	0.45680945	0.292310656	-0.345643875	-0.058784168	0.05961273	0.160846544	-0.020319147	-0.054411209	-0.253161539	0.828513413	-0.076369548	-0.025116476	-0.998153163	0.311959059	0.556699456	0.090083997	0.170480658	-0.310553384	-0.016929497	0.153736336	0.135339063	-0.215666698	0.238679338
1.572998378	-0.390940306	-0.151195991	-0.342852273	7.3	0.58807268	0.069836924	-0.033573321	0.750534036	-0.014146722	-0.315468623	0.682525413	0.750790189	0.838030636	-0.371619832	0.347719659	-0.182621176	-0.026599692	-0.086278605	0.367372892	0.117851726	0.151705447	0.4196436	0.178905164	-0.148893527	0.049742883	0.084347709	0.449046968	-0.018888551	0.046333905	0.088364112	-0.149017145	-0.027927193	0.601564924	-0.126527308	0.204739772
1.716233337	0.368835569	0.11866013	0.198138456	7.266666667	1.012537212	0.273760086	-0.328657293	0.686486085	0.025342007	0.4274786	0.191774955	0.35233813	0.640513936	0.217882947	-0.097629102	0.212027324	0.080088552	0.381354135	-0.096426621	0.247710617	-0.007249624	0.553063209	0.113800891	0.232383198	0.217985264	0.370999269	0.753451622	0.039518339	-0.120307864	0.266061109	0.11839206	0.234605405	0.541779084	-0.190097093	0.361443384
1.552372208	-0.146763441	0.115993598	-0.265252767	8.283333333	0.69608938	0.187388181	0.077948374	0.867422476	0.082718816	-0.328397708	0.618306033	0.601414371	0.889401955	-0.0676939	-0.016104757	0.178823352	0.014475563	0.112756662	-0.113509321	0.434206469	0.074318702	0.360333621	0.171292782	-0.109010976	0.21647605	0.075598919	0.553458034	-0.124302868	-0.321311021	0.201499134	0.124911227	-0.1734463	0.704759967	-0.001271524	0.141639216
1.224763697	-0.215200547	-0.386004146	-0.312202945	6.783333333	0.965307272	-0.275509707	-0.191534036	0.623647367	-0.041730289	-0.187648851	1.03600273	0.851411883	0.24691287	-0.045467214	0.00813902	-0.397950436	-0.108565846	-0.322208436	0.175894148	-0.245321733	-0.148445935	0.212344369	0.054120518	-0.306872958	-0.257370188	-0.212841072	0.659313649	-0.011442783	-0.29973204	-0.012470885	-0.324324853	-0.137666717	0.763578471	-0.45679678	0.328016514
1.450641453	0.063156249	-0.262187625	0.224925044	7.416666667	0.7633479	0.02376591	0.148323353	0.89078131	-0.096511101	0.326652552	0.456772685	0.495837373	0.070265536	0.268277354	-0.135104747	-0.064760534	0.104382429	0.114957697	-0.162915071	0.224346494	-0.221714784	0.800194418	0.115973693	0.384011754	0.214052424	0.094252138	0.725821606	-0.353588883	0.409474949	0.332873582	-0.122450895	0.064169886	0.386781958	0.000140518	0.13961342
1.568629551	-0.383459131	-0.115199829	-0.448812488	8.216666667	0.713553998	0.109391172	-0.016854145	0.814261745	0.107907733	-0.007167625	0.793250272	0.763865481	0.748309119	-0.226077072	0.102688693	-0.039218639	-0.018587776	-0.062207273	0.084314626	0.084786392	0.324785178	0.168117655	0.053913379	-0.222421977	0.077016288	-0.465723451	1.019611574	0.193901271	-0.241097996	0.232886232	-0.119009139	-0.132433601	0.451315496	-0.076027043	0.238345162
1.557271086	0.27468761	0.202304851	0.399887479	6.666666667	0.480467815	0.144393535	0.13079982	0.630825171	0.224622127	0.378219708	0.400162964	0.476187927	0.57866323	0.188388839	-0.183907559	0.20519345	0.049399928	-0.007872529	0.21896497	0.277815377	0.172502709	0.267323725	0.35127285	0.243324802	0.282253788	0.195419351	0.590216185	-0.03786799	0.366937278	0.226313146	0.257948385	0.285068894	0.558122742	0.132274903	0.433362058
1.556992576	-0.239761916	0.006104684	-0.307924004	7.266666667	0.357500133	0.068322941	-0.032653368	0.807359947	0.061446122	-0.166717545	0.827282803	0.855823982	0.653555544	-0.210858768	0.36769444	-0.07541677	-0.109730707	0.062328678	0.109165022	0.077972691	0.271273823	0.272440927	0.166038962	0.039411514	0.112799525	0.044745049	1.092044295	-0.22082553	0.025809783	0.279736247	0.021945152	0.024677111	0.874090726	-0.157627848	0.505102208
1.486758543	-0.088240253	0.102275095	-0.337445264	6.416666667	0.323326828	0.00139489	-0.164616652	0.542858902	0.000171336	-0.100641693	0.895965746	0.895970993	0.756646477	0.070086946	0.404949415	0.011094327	0.019305832	0.165330545	0.105434273	-0.004938767	0.183344355	0.329706213	0.134693952	0.107265824	-0.181811733	0.113706528	0.652702648	-0.186465185	-0.152000363	0.000236712	0.099459273	-0.005823863	0.668552128	-0.147183397	0.422929497
1.332725792	0.084905399	-0.125472391	0.30376718	6.5	1.100291869	-0.176339692	-0.191825573	0.515115856	-0.117845245	0.381746029	0.610023198	0.643563396	0.168684322	-0.022708656	-0.26614925	-0.220242036	-0.138579844	0.061116742	0.017414361	-0.036932256	-0.0739137	0.708253909	-0.00202596	0.003011872	-0.824537038	0.285421518	0.556476388	0.037549342	0.22966676	-0.15136746	-0.117377897	0.225604631	0.475552001	-0.312918739	0.287654977
1.55776988	-0.074893407	-0.129686201	0.076582971	9	0.275877959	0.176006612	-0.054137292	0.82728485	0.06456243	-0.034653256	0.965475068	0.923730268	0.57996706	0.182052521	0.38711404	0.137522171	0.194505221	0.286679829	0.260170019	0.366910997	0.204349332	0.575581767	0.258588207	0.341137999	0.091931734	0.207257963	0.451693283	-0.187199897	-0.06381379	0.227415593	-0.040689774	-0.00706126	0.178433422	0.216823486	0.190838699
1.728345169	0.024889767	-0.165989031	0.057548801	7.116666667	0.499813068	0.278607034	-0.201885852	0.656621384	-0.012299062	0.028222363	1.304843994	0.713499044	0.54560572	-0.125039733	-0.03417425	0.115521574	-0.045793664	0.232697259	-0.528498718	0.171287619	0.34876056	0.992931512	0.199253684	0.023029816	-0.202499494	0.110797413	0.617323061	0.127128958	0.270045179	0.185980142	-0.140866721	0.116341913	0.713692025	0.372624503	0.142728721
1.371473591	-0.292325696	-0.033924045	-0.456882999	7.416666667	0.481048951	-0.142929293	0.107577254	0.61521494	-0.134876777	-0.211668585	1.014422532	0.991009404	0.843929068	-0.095048761	0.317968075	0.137825746	0.105037081	-0.003025478	0.311633138	0.116637051	-0.0854262	0.694516408	0.067317372	-0.063551188	-0.04534587	0.116901123	0.435469372	0.115402884	-0.148698513	0.082967202	-0.017569026	-0.184892627	0.546716508	0.05104613	0.131593067
1.658829412	-0.153477363	0.044631856	-0.3348122	7.398376068	0.557102232	0.257256229	-0.348226861	0.701658594	0.036343682	-0.086236616	0.878288858	0.874460209	0.585743251	0.184536672	0.058226239	-0.120082124	0.067309637	-0.181482423	-0.146807827	0.1773612	0.020565724	0.012236456	0.344415779	-0.245265367	-0.180283561	-0.095512393	0.97443429	0.133521645	-0.189963214	0.111140814	0.054497051	-0.229823183	0.644274769	0.220224689	0.246400657
1.711827739	-0.17586319	-0.11285785	-0.359512864	6.566666667	0.641620402	0.26393015	-0.060181112	0.745788975	0.126724225	-0.7641289	0.91834666	0.871983038	0.438384919	-0.297155035	0.220657081	-0.000259771	0.057810282	-0.163800713	0.385891039	0.096610306	0.181797432	-0.065555083	0.127999898	-0.091244713	-0.173249815	0.270171397	0.993083077	0.224248983	-0.118536503	0.25543253	-0.093883057	-0.160008179	0.642746127	0.168434061	0.618544974
1.404351622	-0.110571873	-0.19048924	-0.375751327	6.7	0.68700598	-0.134760385	-0.116470101	0.675053332	-0.025623474	-0.162691999	0.409819988	0.39080037	0.18898588	-0.066701444	0.045531236	-0.131372715	-0.169534998	-0.045097432	0.068118811	-0.067651445	0.036415626	0.230500753	-0.108554183	-0.247594601	-0.49537878	0.00147959	0.795565441	-0.141604463	-0.213569952	-0.055333023	-0.173772306	-0.027209175	0.395407412	-0.252665731	0.436438947
1.686583673	-0.068289471	-0.064274954	-0.053287851	6.766666667	0.426354848	0.080493596	-0.302628415	0.658156825	-0.150392855	0.004232125	0.353713956	0.471055224	0.453646936	-0.037149808	-0.212009209	0.06970728	0.181357415	0.202259154	-0.01696525	0.172066252	-0.282082527	0.858583036	-0.053422859	0.247003516	-0.506160055	0.302810535	0.267542631	-0.398364851	0.013010226	-0.054592071	-0.050911271	0.048883833	0.156883315	0.073077671	0.25765346
1.427061389	0.027769572	-0.21064186	-0.419212419	5.433333333	1.049206415	-0.005753716	-0.445731315	0.264629028	0.004977349	-0.176046842	0.63748299	0.923543052	0.163344983	0.087400833	-0.302288172	-0.238395982	0.062490519	-0.159549594	0.055336569	-0.012094369	-0.391448279	0.321048258	0.012984703	-0.325321692	-0.677010181	0.065166585	0.543533258	0.027363204	0.072802052	0.015772311	-0.210006206	0.064023039	0.746158727	-0.14230699	0.460000598
1.359204516	0.518414941	0.059689963	-0.199635364	3.95	0.393504878	-0.255263287	0.060777305	-0.046138703	-0.079072466	-0.247376239	-0.088451431	0.036500034	0.407900983	0.345998122	-0.69377706	-0.05235419	0.079219319	0.163174894	0.064676453	-0.096448239	-0.362111971	1.204666954	0.070911235	-0.127979677	-1.343775484	0.224509921	0.514888017	0.034045967	0.115765737	-0.742982383	0.084251116	0.290074214	0.141587103	-0.082413927	0.381293875
1.587124299	0.24638232	0.228573508	-0.577301222	5.266666667	0.677096129	-0.114633097	-0.139750759	0.243759502	-0.045252215	-0.413683097	-0.313771301	-0.256789202	0.588759079	0.0937136	-0.62644684	0.160768856	0.078210799	0.142853015	0.106124209	-0.094166065	-0.156844617	0.059707106	-0.015821298	-0.399364739	-1.00175384	0.17043311	0.268212338	-0.25327939	-0.419195394	-0.260723616	0.193171758	-0.03794773	0.706836046	-0.033134314	0.113596172
1.460990781	-0.038611121	-0.201288308	-0.21842388	6.466666667	0.52659478	-0.291549196	-0.283869058	0.566389738	-0.092964305	-0.187023489	0.181578499	0.252452655	0.244053327	0.145173177	0.232179766	-0.332622111	-0.146096909	-0.176314056	0.45909994	0.140015592	-0.122945061	0.140139261	0.083712485	-0.088696947	-0.651075263	-0.127250918	0.629179817	-0.108712944	-0.037842345	0.039645297	-0.210608845	0.137308225	0.340848723	-0.536900591	0.565260307
