ASA	Asparagine	Aspartate	betaAlanine	Brix	Citrate	DHA	Erythritol	Fructose	Fucose	GABA	Galacturonate	Glucuronate	Glutamate	Glutamine	Glutarate2oxo	Glycerol3P	Inositol1P	Lysine	Malate	Maltitol	Maltose	Methionine	Nicotinate	Phenylalanine	Proline	Putrescine	Rhamnose	Saccharate	Serine	Sucrose	Threonate	Threonine	Tocopherol	Tyramine	Xylose
1.481608115	0.230740037	0.060587279	-0.002286783	6.783333333	0.046103528	-0.044360829	-0.081134328	0.234400141	0.14609758	0.076704079	1.143393999	1.20276739	0.553679422	-0.057260764	-0.507423939	0.133805229	0.003206737	0.136111384	-0.347917333	-0.018963596	-0.168286661	0.521745546	0.118981075	0.027807561	0.008393039	0.332193902	1.13691524	0.174698039	-0.330920936	-0.341891624	0.105332484	-0.069586498	0.126641324	0.167537162	0.251799
1.714423001	0.097134294	0.226714323	0.053149286	10.88333333	0.678580758	0.228882742	0.002389005	0.748455774	0.269517089	-0.177546996	0.567438586	0.778668968	1.167560581	-0.032042842	-0.078401651	0.093882999	0.264066979	0.311902717	-0.006933185	0.125265043	0.220050929	1.319045173	0.123315049	0.295852578	0.58634916	0.242783144	0.87518564	-0.04634761	0.144446079	0.231179341	0.048363349	0.090659521	0.8220701	-0.03172184	0.405746013
1.604004543	-0.017603913	0.308013167	0.443688779	9.766666667	0.634973478	0.228887311	0.143054331	0.670981523	0.153117336	0.254097178	0.408641334	0.440001697	1.005374663	-0.211139645	0.21526466	0.204253458	0.163984419	0.483682419	-0.078470951	0.331602776	0.015045947	1.128567815	0.418358459	0.360538472	0.439567975	0.11902295	0.788053014	0.299993897	0.166190096	0.493502387	0.048363349	0.084215179	0.184920027	0.063404748	0.503071326
1.469204813	0.139869195	-0.062829865	-0.153966357	7.166666667	0.61224416	0.036747048	0.083243127	0.653701851	0.005261886	-0.104273107	0.588614042	0.654135667	0.32457078	-0.140468318	-0.027592778	0.075822449	-0.058026614	-0.033113221	0.297384723	0.030270406	0.104049962	1.026541291	-0.011213988	-0.101322005	-0.06157397	-0.319682778	1.056688544	-0.191386892	0.177839398	0.005292783	-0.004517225	0.035334145	0.33738737	-0.028507556	0.495208806
1.693881881	-0.259313837	-0.035497396	0.296524523	8.35	0.901144714	0.186776651	0.082526054	0.930238293	0.183837401	-0.06582143	0.188289089	0.234893338	0.550411507	-0.374446395	-0.127672758	0.084178907	0.099574231	0.021771752	0.175801301	0.3466179	0.071885123	0.676256636	0.209255144	0.206427645	0.203000763	-0.085517442	0.799490717	0.162884173	0.280246657	0.281719162	-0.015339672	0.096946803	0.65203986	-0.09624476	0.187954089
1.599950466	-0.359100495	-0.05102994	0.241024678	8.6	0.746433041	0.288100919	0.191092821	0.865175864	0.005997976	-0.140351933	0.092449041	0.137407439	0.769206016	-0.51608792	0.201825306	-0.102101469	0.122865979	0.142436744	-0.094588186	0.358709735	0.141771724	0.732382478	0.260262751	0.033328121	0.354149781	0.244496419	0.374903629	0.297870192	0.014688651	0.369058482	-0.060419752	-0.154713437	0.746991743	0.017204991	0.285159203
1.673038274	0.078062243	0.032027295	0.030723703	9.383333333	0.585116832	0.316939735	-0.137076251	0.65555863	0.17656975	0.038939669	0.236165237	0.263322746	0.851759086	-0.032397004	0.144892345	0.12144439	0.244967481	0.145169355	-0.202508737	0.204754478	0.024806837	0.778953399	0.22424228	0.140024686	0.058599968	0.338359723	0.608057636	0.062404196	-0.079045744	0.108937449	0.037551257	0.071347538	0.724525636	0.216126465	0.486207209
1.714451463	0.061366177	-0.223106354	0.319000246	10.3	0.885484775	0.348878905	-0.030423811	0.791469703	0.240860416	-0.229628834	0.904471752	1.330969071	0.106822035	0.121784486	0.568531349	0.075032853	0.271039772	-0.077781921	0.161708006	0.409997995	0.094967899	0.4905033	0.381925549	0.150746862	0.437796561	0.261170396	0.792331869	0.06547672	0.101747655	0.096371397	-0.177696575	-0.018370289	0.388792143	0.147799195	0.365130559
1.460671116	0.135453511	-0.077503316	0.076816677	8.65	0.743124853	0.107423194	-0.100078735	0.638358784	0.037415789	0.208631568	0.777989939	0.647195073	0.544654768	0.06888636	0.044940517	-0.010632556	0.033671145	0.273676827	-0.240217839	0.314628471	0.142201512	0.996651443	0.155392113	-0.200933014	0.392834448	0.235552582	0.887940281	0.27994999	-0.150033316	0.303378868	-0.025027638	0.03750231	0.942612529	-0.352764726	0.423258704
1.714643432	0.014870978	-0.03797891	0.03039011	9.783333333	0.857564523	0.154042563	-0.165304924	1.055005697	0.261508938	0.064298452	0.177607356	0.402197239	1.06467764	-0.056745283	0.25447784	0.049612822	0.162285095	0.120719253	-0.113503656	0.348499463	0.096543756	0.713184671	0.333839328	0.235870937	0.46206065	0.19528964	0.645514039	0.126431823	0.006798652	0.199575017	-0.037854449	0.171660203	0.627720015	0.158559013	0.429304844
1.617297261	-0.120065387	-0.01165059	-0.098765661	9.816666667	0.604042081	0.329826532	-0.172614454	0.850242431	0.139482545	-0.187665997	0.2979127	0.343938697	0.91955491	-0.187394602	0.253791365	0.088897604	0.085678597	0.01715968	-0.02203324	0.426002542	0.185331534	0.725035681	0.284473419	0.192279002	0.490894094	0.403060084	0.574865466	0.126050133	-0.143264738	0.298736953	0.004854473	0.036972972	0.496788519	0.386499836	0.417295232
1.676244956	-0.438412451	-0.030955144	-0.203882038	9.35	0.56542937	0.32231344	0.009231739	0.632461334	-0.000768652	-0.119696869	-0.065953768	0.125239765	1.060067994	-0.528672426	0.102688693	-0.05573229	0.264383648	-0.08923178	0.482359657	0.169502217	0.080928808	0.440863854	0.256010879	0.099537558	0.050481072	0.372244725	0.720840484	0.202144273	0.146494071	0.219179153	-0.005607886	0.218383461	0.8421081	0.008650137	0.06481053
1.408662719	0.016184983	0.090087799	0.03076874	8.566666667	0.108249337	-0.010478188	0.004964986	0.795862791	0.064219683	0.074294813	0.901798142	0.960280802	0.904543876	-0.303742112	0.292218989	0.178389055	0.083891744	-0.000553912	0.075538098	0.095459613	0.038830716	0.584193481	0.040493509	0.087562446	0.372443997	0.01705772	0.577690843	0.05093429	-0.166221974	0.015567516	0.091337571	0.104690306	0.460743745	-0.068534303	0.502013366
1.678778844	-0.959859355	-0.553168137	-0.422766338	8.133333333	0.956462076	0.191591056	-0.327705071	0.820989684	0.196228422	-0.523949149	0.83733477	1.198739971	0.321464549	-1.046182763	0.303807404	-0.101861611	0.046357861	-0.342871322	-0.270172824	0.092518334	0.244448468	0.326006174	0.143425519	-0.06255137	0.042568736	-0.342026769	0.959217894	-0.155469099	-0.501624846	-0.026141274	-0.475219046	-0.499130218	0.580225377	-0.04287658	0.453636608
1.238854582	0.213959138	0.130648826	0.320011964	7.133333333	0.74026163	-0.04037514	-0.166041888	0.486240927	0.054304377	0.471956988	0.422525275	0.4144581	0.558585408	0.376500258	0.071186036	0.014792942	0.009614136	0.262198387	-0.338181586	-0.146667139	0.028715628	0.943789365	0.057877243	0.256275764	0.108323537	-0.097098756	1.064061166	0.113252197	0.342460669	0.005495241	0.181729965	0.251878178	0.706365359	-0.165388394	0.410251604
1.433505952	-0.043916449	-0.203448931	-0.119477769	6.433333333	0.703673008	0.013925679	-0.009819597	0.828391228	0.0729249	-0.059711942	0.142381913	0.327918684	0.430493396	-0.158193266	0.070356165	-0.166033275	0.050294612	-0.161701193	-0.019242332	0.215136098	0.089765567	0.666310096	0.202984098	-0.090522516	0.022674157	0.26637778	0.410123221	-0.044779839	-0.051770141	0.171714764	-0.139010517	-0.026644283	0.523568979	-0.003562251	0.317635316
1.495087135	0.150193217	-0.020921516	0.138589746	6.616666667	0.55510583	-0.015781294	-0.309816084	0.429026183	-0.090787372	0.382963764	-0.054787718	0.077364345	0.389545353	0.247638724	0.273220871	-0.021423042	-0.120747148	0.03187799	0.39945474	-0.168428512	-0.199211956	0.380096425	0.051234847	0.034940819	-0.146155166	-0.043101676	0.741229838	0.049465355	0.081419747	0.008394162	0.025856965	0.319733821	0.550173468	-0.187990782	0.19738265
1.499153134	-0.038419424	-0.124601047	-0.113447401	7.116666667	0.277460507	-0.056522131	-0.399331262	0.642932446	-0.042191463	0.203740522	0.537650766	0.527113931	0.665869296	-0.056812488	0.23337402	-0.201217572	-0.117019131	-0.06991856	0.456079156	-0.010017982	0.017537182	0.580796698	0.001712183	-0.192158367	-0.033952191	-0.011377749	0.727482119	-0.17922673	-0.035788941	0.0885906	-0.074740181	-0.013599108	0.585712219	0.14124636	0.368534315
1.625303065	-0.460218607	0.060452089	-0.542675121	8.45	0.755602524	0.219453254	0.117837587	0.63998225	-0.017963057	-0.425904097	0.614280195	0.666365849	0.810759554	-0.419176402	0.369639057	0.069941329	-0.003824772	0.104017859	-0.207438727	0.164315801	-0.151075338	0.605739444	0.318634933	-0.132341536	0.376659309	0.128799199	0.620318157	0.242436259	-0.173995232	0.203110574	0.051485824	-0.236197996	0.662186292	0.259271894	0.293900932
1.628570535	-0.11413783	0.116787649	-0.32333852	7.433333333	0.445038894	0.237962377	0.110577917	0.424413803	0.036029991	-0.017524218	0.74324395	0.784702333	1.005464977	-0.160798861	0.064749398	0.192767288	0.019878071	0.28101392	-0.055665474	0.053575731	0.019033788	0.75594913	0.273152086	-0.0972403	0.499535084	-0.087378812	1.103200875	0.22735134	-0.221125144	-0.143984611	0.100193509	-0.128226698	0.872821256	-0.035550109	0.372096784
1.423697711	0.062733177	0.039564158	-0.113091993	7.398376068	0.488032451	0.009845149	-0.191431864	0.508567094	0.018812054	0.101513782	0.288587768	0.332673429	0.655974515	0.002828074	0.407406616	-0.026000281	0.097798046	-0.00084295	0.135402801	0.038625504	0.011495584	0.62966361	0.057424371	0.097046013	-0.110925423	-0.127339903	0.707757945	0.072910436	-0.081685598	0.009602436	0.046133571	0.071023042	0.634405795	-0.119378451	0.430204507
1.606039295	0.090845814	-0.152720373	0.301687468	5.783333333	0.6886751	0.280077241	-0.168804307	0.395211764	0.132232691	0.290586936	0.031490168	0.134122028	0.694336143	0.132574773	0.398058645	-0.126670731	-0.027551689	0.084365403	-0.174672651	-0.042989977	0.046094849	0.985028263	0.070238903	-0.171627114	-0.4173503	0.11902295	0.43528102	-0.127797136	-0.139647488	-0.009490849	-0.100984594	0.021865573	0.309825014	0.327336634	0.331621218
1.497516777	-0.284859365	0.075510812	-0.73203101	7.25	0.461620072	-0.034742846	-0.04773766	0.608526217	-0.060526525	-0.143376174	1.240259035	0.886248834	1.179718094	-0.289713753	0.492456778	0.141114941	0.032247854	-0.115196287	0.431733939	0.029818864	-0.038054573	0.303924446	0.055732121	-0.186018136	-0.204186787	-0.032765054	0.739281422	-0.227805893	-0.469666808	0.023792287	0.102879425	-0.310950516	0.523836761	-0.216428953	0.189813962
1.558513102	0.384287646	0.167440029	0.182182185	7.5	0.624259709	0.160217866	-0.34111539	0.580646624	0.097802256	-0.085118978	0.549082679	0.590966955	0.812626798	0.28195691	0.002226181	0.133835161	0.049399928	0.310113115	0.391002002	0.115336322	-0.171132604	0.795504381	0.116900106	0.332443913	-0.043576404	0.179300155	0.232944398	0.280579776	0.337559171	0.14659909	0.227684268	0.292502341	0.288531833	-0.055354791	0.273729831
1.410729954	0.179492607	-0.096021645	0.509069589	6.683333333	0.565819565	-0.033079885	-0.130799567	0.412148444	-0.033830578	0.321775643	0.824194296	0.649219209	0.612730714	0.19851249	0.105629493	0.214957181	0.093203137	0.28185852	0.132298915	0.007678905	-0.042843225	1.192875351	0.188439388	-0.001280584	-0.357198854	0.165477246	0.548988425	-0.091445074	0.291450303	-0.124488084	-0.076811111	0.345346956	0.705730781	0.110313037	0.422149161
1.405512108	-0.174264293	-0.188229822	-0.884124174	5.466666667	0.175444794	0.025668189	-0.219731414	0.33373794	0.019441084	-0.612309475	1.215112282	1.052396926	0.500391547	-0.232159206	0.309829684	-0.162363734	-0.000159972	-0.087668408	0.507975197	-0.088116976	0.12084319	-0.02168688	-0.014581381	-0.360425328	-0.806105884	0.17321733	0.546389386	-0.268891577	-0.617355076	-0.429110707	-0.145772935	-0.194037216	0.708873731	-0.031245249	0.347787388
1.583332809	-0.241104356	0.081334846	-0.125544916	7.333333333	0.758399899	0.196463086	-0.078465098	0.669360939	0.03468498	0.18648293	0.739328292	0.756542501	0.789206664	-0.208064114	0.222142695	0.328460537	0.057363225	0.145560711	-0.371754251	0.153619434	-0.145329619	0.2832096	0.141922785	-0.125682971	0.240042675	0.003921944	0.827166715	-0.357398757	-0.02525417	0.286439997	0.063279724	-0.047687655	1.101735128	-0.218115467	0.319909923
1.591416877	0.17521843	-0.02903278	0.139686944	7.833333333	0.857654522	0.330256654	-0.265426336	0.82068706	0.024275752	0.021484878	1.16799239	1.110477067	0.569115235	0.009023035	0.259687272	0.105354143	-0.017083486	0.191975763	-0.47059308	0.128652233	0.257917754	0.927420199	0.201712583	-0.182974066	0.319548845	-0.025010728	1.176779289	-0.042121543	0.230755121	0.307522728	-0.003523242	0.282346236	0.640145053	-0.135580372	0.266622716
1.652356649	-0.152032007	0.050743586	-0.063726662	8.2	0.684461248	0.221866816	-0.034879907	0.810639227	-0.010641366	0.165517397	0.686425101	0.624369968	0.749194739	-0.127804892	0.349378853	0.216752497	0.073779987	0.119003505	-0.459252239	0.164450307	-0.017020432	0.408137552	0.012719263	-0.074065032	0.431102471	-0.133745311	0.874570984	-0.304621232	0.085590932	0.332027729	0.05797351	0.013222791	1.000830381	-0.448386068	0.212483025
1.653844933	-0.037881856	0.232850836	-0.307349686	8.2	0.87843511	0.311649441	0.019876748	0.72310442	0.036550471	-0.066925826	1.055740518	0.987661381	0.788300419	-0.210960134	0.085355796	0.18280001	-0.048823922	0.237920494	-0.072320507	-0.003115515	-0.064390128	1.064786831	0.230362143	-0.243215997	0.556208001	-0.109572379	1.109696635	0.057949126	-0.136481694	0.190243506	0.246776101	-0.097467541	0.705705926	0.133663937	0.310217323
1.521250979	0.231139499	-0.091447113	0.249493517	8.016666667	0.867097219	0.114501002	-0.132199889	0.771920207	-0.054851014	0.315866931	1.113774878	0.842340717	0.588943306	0.120081593	0.120308709	0.062557869	0.033695968	0.340551792	-0.392360826	0.216553552	0.033823356	1.247261295	0.177435126	0.135377135	0.229291517	0.291303677	0.652517695	0.18518406	0.133014707	0.210044577	-0.055381152	0.267932082	0.866219828	0.10013283	0.275215243
1.530129259	0.228700009	-0.125433616	0.155503239	7.366666667	0.620928035	0.063244303	-0.229508244	0.555702334	-0.008236727	0.651417972	0.223040977	0.3013626	0.711947503	0.158417449	0.294714956	-0.132196755	-0.01728204	0.040770196	0.144645159	-0.020188524	-0.049967018	0.640753538	0.023035524	-0.046978478	0.049862115	0.09544213	0.565923157	0.270967748	0.286924088	0.165502119	-0.06928594	0.305856123	0.420949971	-0.23351567	0.464850012
1.476993997	0.177444339	-0.132142481	0.596913753	7.116666667	0.722478017	0.176697357	0.111922762	0.750367255	0.067838892	0.421771656	0.069892854	0.121983037	0.454187822	0.099626726	-0.390220816	0.148760944	0.026321061	0.283681936	-0.237423926	0.270477049	0.174292419	0.58913644	0.247458553	0.071411895	0.349843139	0.11902295	0.890627793	-0.099865273	0.214460325	0.267251717	-0.100396867	0.480793633	0.907887843	0.036197321	0.318599562
1.465656355	-0.003512516	0.077666795	-0.15071816	8.083333333	0.60615162	0.081449393	0.104773176	0.766623588	-0.049103085	0.030097397	1.331609476	1.219558852	0.862819356	-0.060457438	0.479115245	0.138192668	0.105777098	0.123172238	0.255933144	0.177472717	-0.01391152	0.815237655	0.249518958	0.02790567	0.374124371	0.272608385	0.696836208	0.124296266	-0.047969083	0.192985748	0.093697163	-0.033717535	0.980318815	0.154884886	0.251014406
1.436053557	0.15926806	0.280601759	0.164853857	7.866666667	0.656455703	-0.115778933	-0.013151076	0.640283145	0.034312181	0.409792663	0.156789592	0.196183502	0.861149927	0.252981037	0.322760413	0.137423692	0.039338677	0.22211363	0.427815339	-0.034499692	0.050149573	0.70912444	0.065618445	-0.108273971	0.268875142	-0.109292273	0.959456613	0.286436502	0.279780077	0.323627275	0.294423218	0.372979392	0.675888865	-0.279679258	0.549588372
1.314965163	0.159303618	0.148833496	0.004493157	7.866666667	1.128616828	0.032045999	-0.009239731	0.563866433	0.071787195	0.115647614	-0.00513698	0.034689376	0.842273869	0.053138595	0.300253739	-0.005812589	-0.027980172	0.222886272	-0.01712624	0.067999599	0.196155908	0.57155072	0.239756995	0.141994973	0.540716659	0.443962506	0.513221898	0.035193655	-0.075082538	0.23272254	0.151605697	0.254931721	0.859184696	-0.099141311	0.385242483
1.617753236	0.036831622	0.121380633	-0.13095683	7.466666667	1.138539209	0.258551505	-0.092931766	0.720813543	0.015626423	0.144212731	0.300815076	0.335902651	0.70862797	0.016729982	0.304387253	0.12667963	0.004402053	0.106012835	0.031416471	0.087943995	-0.115888346	0.979091208	0.144480964	0.16480035	-0.111744078	0.109610022	0.688570801	0.095501389	0.023655458	0.22748345	0.186069551	0.132528994	0.77797363	-0.176601178	0.318166234
1.493437145	0.010085912	-0.025304743	0.008476732	8.233333333	0.644203539	0.130303626	-0.138777934	0.735866981	0.04771596	0.103486674	0.779686454	1.092140749	0.973119848	-0.023658643	0.065351268	0.24570893	0.052656543	0.307350932	-0.234377331	0.178925919	0.048094312	1.13084193	0.31038926	0.198342318	-0.032391745	0.058005573	1.24583439	0.144410634	0.046552187	0.210790083	0.039031097	0.238404998	0.908079216	0.113021757	0.391418901
1.56043456	0.131861777	-0.514775326	0.060909764	6.866666667	0.573890849	0.139788576	-0.179396423	0.556842519	-0.048033485	0.364333343	0.062505419	0.178005261	0.053946314	0.222241816	0.109696974	0.079467253	0.159184755	-0.008676079	0.055465569	0.05774256	-0.08662233	0.723513524	0.038072198	0.077160756	0.148729259	0.274141848	0.437588433	0.006621238	0.242422598	0.132519565	-0.434108576	0.17563137	0.351004556	-0.193326088	0.411624018
